payment_id,invoice_id,payment_date,amount,payment_method
12205,303,2025-06-19,3112.01,Insurance
12206,291,2024-01-09,591.21,Insurance
12207,365,2025-03-12,761.33,Bank Transfer
12208,490,2025-05-28,2593.87,Credit Card
12209,43,2024-10-09,1635.69,Cash
12210,338,2024-08-25,3720.81,Cash
12211,190,2024-05-17,1093.38,Bank Transfer
12212,87,2025-11-27,3577.58,Credit Card
12213,389,2024-07-04,782.48,Other
12214,323,2025-11-21,502.58,Insurance
12215,465,2026-01-23,1593.93,Other
12216,124,2025-08-31,438.54,Other
12217,27,2024-01-08,3701.68,Cash
12218,484,2024-04-05,696.63,Bank Transfer
12219,386,2024-02-25,3906.58,Insurance
12220,72,2024-08-15,1338.34,Bank Transfer
12221,202,2026-01-11,2518.59,Other
12222,333,2025-01-09,860.71,Insurance
12223,282,2026-02-14,4709.79,Cash
12224,273,2024-06-09,4965.41,Insurance
12225,424,2025-06-07,472.58,Bank Transfer
12226,135,2024-06-04,1225.13,Credit Card
12227,299,2024-03-22,2979.03,Other
12228,470,2025-06-04,2762.95,Bank Transfer
12229,296,2025-12-09,4796.45,Other
12230,281,2025-10-27,4818.72,Insurance
12231,423,2024-01-04,3266.35,Cash
12232,490,2025-01-18,3045.21,Other
12233,370,2025-04-21,2266.50,Insurance
12234,153,2026-02-05,1391.93,Bank Transfer
12235,243,2025-10-04,3686.14,Credit Card
12236,45,2025-04-22,3391.55,Credit Card
12237,285,2025-08-02,620.64,Bank Transfer
12238,188,2024-01-10,1797.61,Bank Transfer
12239,329,2025-12-01,3360.61,Credit Card
12240,9,2024-05-16,1434.67,Insurance
12241,156,2026-02-21,814.48,Bank Transfer
12242,298,2025-01-13,763.91,Bank Transfer
12243,85,2025-11-25,2906.18,Bank Transfer
12244,500,2024-05-19,3487.91,Other
12245,6,2024-10-23,808.44,Bank Transfer
12246,273,2025-12-29,4160.61,Credit Card
12247,91,2025-10-14,3018.86,Cash
12248,97,2026-01-08,4538.04,Insurance
12249,443,2025-07-22,235.99,Insurance
12250,69,2024-06-08,1412.72,Cash
12251,471,2024-10-13,3812.61,Credit Card
12252,97,2024-07-06,4944.27,Other
12253,284,2025-12-22,4720.09,Bank Transfer
12254,165,2025-10-01,1134.59,Bank Transfer
12255,5,2025-03-23,3076.72,Other
12256,284,2025-05-14,1902.97,Bank Transfer
12257,78,2024-12-22,2467.26,Credit Card
12258,140,2026-03-14,2995.60,Bank Transfer
12259,290,2025-05-31,2374.56,Bank Transfer
12260,11,2026-02-17,4186.49,Insurance
12261,294,2025-03-11,1318.52,Other
12262,13,2024-04-26,4145.21,Insurance
12263,151,2024-10-09,3342.92,Credit Card
12264,435,2026-01-08,2291.13,Cash
12265,395,2025-10-25,1488.73,Bank Transfer
12266,445,2025-01-09,376.06,Cash
12267,390,2024-12-22,3916.45,Cash
12268,226,2025-05-14,4724.11,Insurance
12269,481,2025-06-11,4195.29,Cash
12270,333,2024-06-05,1226.06,Bank Transfer
12271,426,2025-10-21,3435.35,Insurance
12272,194,2025-01-26,837.59,Other
12273,26,2025-08-21,472.00,Other
12274,461,2025-03-17,1240.33,Credit Card
12275,120,2025-02-01,3870.63,Credit Card
12276,192,2024-07-11,2221.36,Insurance
12277,109,2024-02-07,4387.97,Cash
12278,62,2025-10-06,3148.43,Cash
12279,346,2026-02-11,3890.88,Insurance
12280,384,2025-07-24,2790.19,Other
12281,229,2025-06-23,301.26,Credit Card
12282,128,2025-11-09,3604.46,Credit Card
12283,119,2024-04-11,2149.05,Other
12284,477,2024-12-10,2693.30,Bank Transfer
12285,461,2026-03-09,2892.00,Insurance
12286,19,2024-11-25,2766.91,Cash
12287,111,2024-02-26,2440.57,Cash
12288,371,2024-10-24,4385.30,Insurance
12289,21,2024-04-25,229.95,Other
12290,178,2025-06-10,2394.00,Bank Transfer
12291,152,2024-03-05,3858.96,Cash
12292,391,2024-09-05,4738.36,Insurance
12293,369,2024-08-25,105.22,Credit Card
12294,418,2024-03-20,4047.12,Bank Transfer
12295,438,2024-04-09,3940.03,Insurance
12296,389,2025-06-30,464.65,Bank Transfer
12297,377,2025-03-15,3798.03,Cash
12298,5,2025-03-31,4601.41,Insurance
12299,135,2024-08-30,4056.88,Credit Card
12300,206,2024-07-30,571.46,Credit Card
12301,134,2024-08-13,4495.51,Credit Card
12302,325,2024-06-01,1325.86,Bank Transfer
12303,443,2024-07-10,2891.43,Bank Transfer
12304,54,2025-01-18,1239.63,Bank Transfer
12305,49,2024-02-12,3910.42,Credit Card
12306,160,2024-01-31,3025.48,Bank Transfer
12307,95,2026-01-09,2005.25,Insurance
12308,211,2025-01-12,3471.75,Credit Card
12309,64,2024-04-11,1153.66,Cash
12310,319,2025-02-23,4615.44,Insurance
12311,246,2024-10-28,359.24,Cash
12312,312,2026-02-18,1357.50,Credit Card
12313,261,2025-01-01,697.10,Cash
12314,160,2026-03-15,1043.60,Cash
12315,327,2024-01-06,1970.35,Credit Card
12316,119,2024-03-02,4716.73,Cash
12317,468,2024-10-02,4530.58,Other
12318,72,2025-04-25,2472.63,Bank Transfer
12319,380,2024-12-19,2342.86,Credit Card
12320,376,2025-10-11,1452.68,Bank Transfer
12321,75,2026-01-12,2192.03,Bank Transfer
12322,317,2025-09-04,2784.23,Credit Card
12323,469,2024-12-12,3632.78,Cash
12324,319,2025-09-07,667.84,Insurance
12325,475,2024-09-09,2360.30,Insurance
12326,208,2024-01-15,2171.20,Bank Transfer
12327,306,2024-07-28,3913.89,Insurance
12328,82,2024-10-20,1627.13,Bank Transfer
12329,136,2024-04-30,4178.19,Bank Transfer
12330,108,2025-09-20,1909.05,Insurance
12331,463,2024-02-03,2658.30,Insurance
12332,23,2026-03-14,1565.12,Other
12333,295,2024-09-17,75.61,Cash
12334,287,2025-01-10,485.57,Bank Transfer
12335,400,2025-08-15,2156.98,Other
12336,236,2024-07-18,4771.47,Other
12337,426,2026-01-24,3528.87,Bank Transfer
12338,163,2025-01-26,479.94,Other
12339,343,2024-03-06,3738.64,Credit Card
12340,147,2025-09-26,3656.41,Cash
12341,371,2025-01-26,4376.76,Bank Transfer
12342,166,2025-12-15,200.08,Credit Card
12343,457,2026-02-25,3310.25,Cash
12344,475,2024-01-01,3079.60,Other
12345,397,2025-07-11,2594.27,Other
12346,187,2025-01-22,998.59,Other
12347,479,2025-04-29,1177.98,Insurance
12348,387,2025-05-11,2673.73,Other
12349,286,2026-02-24,150.30,Cash
12350,300,2025-02-24,4562.65,Credit Card
12351,105,2024-04-07,1354.19,Cash
12352,51,2025-11-09,4215.56,Credit Card
12353,466,2024-12-04,1246.45,Bank Transfer
12354,453,2024-01-11,1405.20,Bank Transfer
12355,139,2025-10-09,1503.16,Insurance
12356,454,2024-05-12,3799.36,Cash
12357,436,2026-01-22,660.86,Credit Card
12358,164,2025-08-23,1922.57,Insurance
12359,471,2025-04-08,4308.84,Bank Transfer
12360,211,2024-04-10,663.27,Other
12361,98,2026-01-01,1788.72,Cash
12362,37,2025-08-19,1122.57,Insurance
12363,470,2024-08-09,1109.92,Bank Transfer
12364,303,2025-05-13,4697.41,Bank Transfer
12365,244,2025-04-30,2543.67,Insurance
12366,401,2025-11-30,2489.60,Insurance
12367,53,2024-06-21,2216.53,Insurance
12368,185,2024-04-25,4687.44,Bank Transfer
12369,355,2025-09-01,841.89,Cash
12370,4,2024-03-02,4019.70,Insurance
12371,310,2024-02-06,146.64,Bank Transfer
12372,44,2025-06-08,4868.22,Credit Card
12373,212,2025-02-20,4358.79,Cash
12374,210,2025-01-30,4149.77,Cash
12375,4,2024-06-22,3796.35,Cash
12376,48,2025-12-18,2282.47,Bank Transfer
12377,59,2025-11-20,3959.68,Other
12378,331,2025-06-27,4957.34,Other
12379,126,2024-09-27,2261.04,Credit Card
12380,37,2024-02-29,573.93,Cash
12381,208,2024-02-22,64.07,Cash
12382,384,2025-06-27,1700.79,Insurance
12383,115,2025-05-09,267.09,Cash
12384,90,2024-10-12,1671.67,Bank Transfer
12385,60,2025-08-16,1866.29,Cash
12386,114,2026-03-16,4606.82,Credit Card
12387,84,2025-10-23,709.52,Insurance
12388,433,2024-12-07,261.67,Other
12389,14,2024-05-04,2418.34,Cash
12390,418,2025-10-03,3461.42,Insurance
12391,292,2026-02-05,1511.07,Cash
12392,144,2024-11-29,2239.47,Other
12393,396,2025-07-18,1409.14,Cash
12394,133,2025-10-07,1089.72,Cash
12395,90,2024-01-14,281.19,Bank Transfer
12396,365,2024-05-06,1613.37,Credit Card
12397,381,2025-07-14,1580.65,Insurance
12398,169,2025-03-20,4834.73,Bank Transfer
12399,370,2025-07-15,3821.32,Insurance
12400,318,2025-05-09,4112.73,Bank Transfer
12401,136,2026-03-05,1181.36,Credit Card
12402,232,2025-06-08,3098.54,Cash
12403,40,2025-04-15,3643.54,Bank Transfer
12404,171,2025-03-23,584.75,Other
12405,171,2024-03-06,864.57,Bank Transfer
12406,135,2024-02-08,1377.42,Credit Card
12407,398,2024-11-15,1782.69,Insurance
12408,218,2026-02-13,2714.66,Bank Transfer
12409,157,2024-03-10,1156.83,Credit Card
12410,38,2024-10-17,3427.07,Cash
12411,485,2025-05-04,2403.54,Cash
12412,451,2025-07-28,4212.73,Bank Transfer
12413,105,2025-09-09,3469.52,Other
12414,437,2025-01-12,4155.33,Insurance
12415,376,2025-07-14,4318.55,Bank Transfer
12416,227,2025-02-23,4341.59,Cash
12417,175,2024-10-31,2524.61,Insurance
12418,136,2024-09-30,3277.90,Credit Card
12419,42,2024-09-08,4572.60,Other
12420,401,2025-03-03,2425.38,Credit Card
12421,103,2025-03-13,931.17,Insurance
12422,384,2025-10-22,2831.80,Credit Card
12423,325,2024-07-26,4114.68,Bank Transfer
12424,21,2024-11-16,3169.13,Insurance
12425,362,2024-03-14,3944.51,Bank Transfer
12426,247,2025-10-30,4269.97,Credit Card
12427,75,2025-07-21,1005.35,Cash
12428,102,2025-06-17,592.36,Credit Card
12429,9,2025-11-26,3911.36,Credit Card
12430,280,2025-05-09,3302.06,Credit Card
12431,352,2024-10-18,3623.28,Credit Card
12432,210,2024-07-03,2443.55,Bank Transfer
12433,200,2024-06-07,2915.55,Credit Card
12434,66,2026-01-17,4187.00,Bank Transfer
12435,65,2025-09-03,1147.86,Insurance
12436,236,2024-09-21,3535.89,Credit Card
12437,435,2025-12-05,302.80,Credit Card
12438,217,2025-11-24,4058.68,Insurance
12439,179,2025-08-31,4234.59,Other
12440,383,2024-04-18,2257.36,Credit Card
12441,39,2026-02-23,537.91,Cash
12442,454,2024-03-22,3569.56,Credit Card
12443,148,2026-01-09,120.81,Credit Card
12444,219,2024-02-25,1022.22,Cash
12445,277,2024-05-24,2378.05,Cash
12446,180,2025-12-28,2248.54,Bank Transfer
12447,358,2025-06-20,1421.09,Other
12448,244,2024-12-31,3602.45,Credit Card
12449,268,2024-03-11,4012.01,Other
12450,108,2024-04-21,3093.87,Credit Card
12451,263,2025-08-13,2038.73,Bank Transfer
12452,191,2024-07-09,1190.89,Credit Card
12453,124,2024-12-05,2608.90,Insurance
12454,91,2025-02-15,2559.94,Bank Transfer
12455,10,2024-08-27,4203.10,Bank Transfer
12456,324,2026-02-23,93.94,Bank Transfer
12457,138,2025-07-22,1936.45,Cash
12458,55,2024-02-18,438.19,Credit Card
12459,76,2025-09-29,339.60,Cash
12460,160,2025-11-27,3840.67,Cash
12461,315,2025-08-23,3289.48,Other
12462,112,2025-08-31,1966.75,Cash
12463,252,2024-07-17,991.62,Credit Card
12464,189,2025-03-05,3493.50,Insurance
12465,37,2024-09-27,4429.35,Cash
12466,197,2024-05-09,607.06,Cash
12467,80,2024-10-01,2903.48,Other
12468,421,2025-07-12,2860.60,Bank Transfer
12469,352,2024-05-08,573.56,Insurance
12470,424,2024-04-26,3303.75,Bank Transfer
12471,65,2024-06-03,1026.41,Credit Card
12472,276,2025-10-28,4140.85,Bank Transfer
12473,47,2025-01-09,3187.57,Credit Card
12474,236,2025-05-05,4957.42,Bank Transfer
12475,371,2025-11-24,1827.87,Other
12476,417,2024-07-04,4744.68,Bank Transfer
12477,128,2026-02-13,816.22,Bank Transfer
12478,85,2024-11-20,4314.91,Bank Transfer
12479,356,2026-03-20,2250.17,Other
12480,166,2025-04-28,1974.95,Bank Transfer
12481,422,2025-08-15,928.73,Other
12482,319,2025-03-07,3309.88,Other
12483,472,2025-04-13,1673.17,Other
12484,288,2025-11-19,4407.24,Credit Card
12485,265,2024-05-06,2253.80,Credit Card
12486,466,2025-03-13,704.60,Bank Transfer
12487,279,2025-01-01,685.09,Bank Transfer
12488,422,2025-11-16,1170.81,Insurance
12489,448,2025-04-03,697.80,Other
12490,118,2026-01-10,2795.46,Other
12491,154,2025-12-06,3302.93,Insurance
12492,46,2025-11-12,150.54,Insurance
12493,88,2024-07-06,2062.85,Bank Transfer
12494,312,2024-03-22,3017.05,Cash
12495,401,2026-02-02,2107.52,Insurance
12496,320,2024-09-20,721.96,Cash
12497,436,2025-01-11,1706.34,Credit Card
12498,297,2025-04-04,4828.37,Bank Transfer
12499,302,2024-08-21,4821.91,Other
12500,131,2024-04-28,2917.42,Insurance
12501,85,2024-04-26,4591.48,Other
12502,178,2026-01-24,3447.93,Cash
12503,174,2025-01-16,3168.29,Credit Card
12504,285,2025-06-09,1476.17,Insurance
12505,294,2025-11-01,2284.44,Credit Card
12506,268,2024-10-27,2347.90,Credit Card
12507,198,2024-12-15,2868.30,Credit Card
12508,253,2026-01-23,2180.34,Cash
12509,63,2025-12-08,1047.98,Insurance
12510,198,2026-02-17,4400.30,Bank Transfer
12511,380,2025-10-02,3483.84,Insurance
12512,188,2026-01-23,3500.74,Bank Transfer
12513,363,2025-05-31,4603.68,Cash
12514,465,2025-07-23,2261.70,Credit Card
12515,465,2025-06-19,3213.92,Cash
12516,63,2024-01-13,4973.73,Insurance
12517,374,2025-12-21,1990.39,Bank Transfer
12518,338,2024-10-08,214.76,Insurance
12519,23,2024-06-17,4302.35,Cash
12520,269,2025-03-28,1071.44,Other
12521,420,2024-12-07,3742.94,Bank Transfer
12522,453,2025-07-24,3144.00,Other
12523,29,2024-12-24,3887.45,Credit Card
12524,263,2024-01-16,1772.55,Credit Card
12525,138,2025-03-05,1691.35,Credit Card
12526,78,2024-10-26,3566.73,Credit Card
12527,14,2025-05-01,4962.61,Credit Card
12528,23,2025-07-21,2527.83,Bank Transfer
12529,330,2024-10-07,3743.28,Credit Card
12530,120,2025-10-12,1584.01,Other
12531,308,2025-06-22,1114.32,Insurance
12532,480,2025-10-18,3880.93,Credit Card
12533,257,2025-08-25,1675.95,Insurance
12534,26,2025-06-12,3077.70,Insurance
12535,322,2026-01-02,981.01,Insurance
12536,175,2024-10-26,4669.77,Insurance
12537,129,2025-02-27,3746.34,Cash
12538,341,2024-03-27,3224.62,Other
12539,137,2024-07-12,3143.53,Other
12540,28,2024-03-27,2141.83,Credit Card
12541,182,2025-06-14,2512.10,Cash
12542,132,2025-02-08,149.44,Cash
12543,72,2024-11-18,1052.28,Cash
12544,319,2026-02-12,4748.03,Other
12545,330,2024-10-17,246.32,Bank Transfer
12546,157,2025-09-26,2908.08,Cash
12547,372,2025-08-06,1854.98,Bank Transfer
12548,2,2024-04-28,4555.14,Insurance
12549,151,2025-09-20,1824.41,Credit Card
12550,486,2024-11-19,1402.37,Other
12551,355,2024-05-08,1604.06,Credit Card
12552,370,2024-02-24,1618.33,Other
12553,377,2025-12-22,512.91,Bank Transfer
12554,189,2024-04-23,4574.06,Insurance
12555,403,2025-11-09,1415.10,Cash
12556,288,2025-09-03,3611.67,Other
12557,337,2025-04-01,1787.67,Other
12558,407,2025-07-14,3159.80,Insurance
12559,480,2025-07-09,4223.18,Insurance
12560,349,2025-02-19,2151.73,Bank Transfer
12561,101,2024-01-31,2146.27,Credit Card
12562,265,2025-05-12,1603.11,Credit Card
12563,245,2025-07-13,2225.26,Credit Card
12564,442,2025-02-02,859.48,Cash
12565,282,2024-10-29,2573.89,Insurance
12566,235,2024-09-20,1697.47,Other
12567,149,2025-07-26,3699.17,Other
12568,61,2024-03-25,2125.86,Cash
12569,248,2024-09-03,3266.70,Insurance
12570,150,2024-07-01,968.55,Cash
12571,297,2025-09-08,397.95,Credit Card
12572,51,2025-01-02,4376.00,Cash
12573,346,2025-08-07,2226.74,Insurance
12574,56,2025-10-13,3735.07,Credit Card
12575,327,2024-02-10,3833.04,Credit Card
12576,146,2025-09-13,933.43,Cash
12577,314,2025-12-11,2043.40,Other
12578,496,2024-08-21,4159.26,Credit Card
12579,435,2025-06-06,4702.90,Credit Card
12580,281,2025-08-18,2822.51,Other
12581,315,2026-01-10,3068.79,Credit Card
12582,82,2025-07-11,4579.05,Cash
12583,421,2024-02-26,4100.40,Other
12584,433,2024-05-22,2101.75,Other
12585,107,2024-03-17,3413.71,Credit Card
12586,408,2024-09-21,3932.42,Other
12587,407,2024-04-09,344.21,Cash
12588,349,2024-06-30,684.56,Bank Transfer
12589,301,2025-12-09,531.44,Credit Card
12590,109,2025-12-17,4762.02,Bank Transfer
12591,109,2026-02-05,4769.36,Credit Card
12592,328,2024-04-22,144.02,Bank Transfer
12593,278,2025-12-14,4428.51,Other
12594,445,2024-04-21,400.55,Other
12595,120,2024-05-05,265.44,Credit Card
12596,28,2026-02-04,3441.45,Credit Card
12597,400,2025-04-08,151.34,Bank Transfer
12598,131,2026-01-17,396.12,Bank Transfer
12599,157,2026-02-25,330.38,Bank Transfer
12600,108,2025-06-06,3533.59,Insurance
12601,460,2024-12-29,1827.44,Bank Transfer
12602,492,2026-01-27,3901.80,Bank Transfer
12603,391,2025-10-07,3906.98,Bank Transfer
12604,343,2025-10-04,1625.31,Insurance
12605,427,2024-11-07,1363.28,Credit Card
12606,206,2024-10-19,1988.01,Cash
12607,244,2024-06-17,3799.87,Credit Card
12608,47,2025-11-15,1285.83,Bank Transfer
12609,56,2025-09-19,536.29,Insurance
12610,78,2025-07-29,2598.11,Bank Transfer
12611,276,2024-08-13,1887.78,Insurance
12612,387,2024-12-10,1139.12,Cash
12613,154,2025-07-20,3849.77,Cash
12614,270,2024-04-10,300.80,Credit Card
12615,405,2025-02-14,690.98,Credit Card
12616,107,2024-05-25,3111.12,Insurance
12617,43,2025-08-30,3716.75,Cash
12618,5,2024-05-14,260.93,Other
12619,5,2025-02-01,4246.89,Insurance
12620,107,2025-09-10,3684.74,Other
12621,19,2024-01-24,3700.54,Cash
12622,380,2025-05-01,1358.18,Cash
12623,376,2024-04-02,2358.41,Insurance
12624,81,2026-01-07,1243.64,Cash
12625,481,2026-01-04,4912.86,Other
12626,152,2025-02-16,2057.73,Credit Card
12627,318,2025-06-09,409.87,Other
12628,237,2025-06-07,2618.55,Bank Transfer
12629,262,2025-10-17,3857.36,Credit Card
12630,142,2025-10-11,509.95,Insurance
12631,222,2026-02-18,1749.85,Credit Card
12632,221,2024-01-17,871.71,Cash
12633,309,2024-08-08,155.47,Cash
12634,80,2025-04-21,369.88,Other
12635,40,2024-03-02,4652.77,Other
12636,390,2026-03-15,4528.82,Bank Transfer
12637,409,2025-02-20,1620.49,Credit Card
12638,156,2025-10-10,4150.25,Other
12639,68,2025-03-12,1803.56,Credit Card
12640,144,2024-08-06,337.13,Cash
12641,198,2024-08-12,680.35,Credit Card
12642,289,2025-01-14,1953.55,Cash
12643,8,2024-07-19,1875.38,Bank Transfer
12644,370,2025-11-13,4220.44,Bank Transfer
12645,146,2024-10-28,2295.33,Other
12646,171,2025-06-17,401.16,Other
12647,163,2025-12-12,4494.81,Cash
12648,84,2024-01-21,2647.70,Other
12649,296,2024-06-24,534.94,Cash
12650,211,2024-07-18,1374.17,Cash
12651,451,2024-05-01,4240.66,Bank Transfer
12652,129,2024-05-03,2643.69,Other
12653,140,2024-05-15,3082.85,Credit Card
12654,322,2025-03-04,4043.23,Cash
12655,243,2025-11-09,2063.33,Cash
12656,291,2025-05-02,1126.43,Cash
12657,157,2025-10-18,397.75,Cash
12658,466,2024-02-16,4086.84,Bank Transfer
12659,344,2025-09-01,2536.89,Other
12660,4,2025-11-13,1684.26,Insurance
12661,309,2026-02-02,4578.05,Bank Transfer
12662,259,2025-02-24,1334.53,Other
12663,31,2025-05-25,3114.69,Cash
12664,276,2024-11-12,3840.78,Cash
12665,139,2024-07-09,3252.60,Cash
12666,214,2026-01-03,1088.88,Bank Transfer
12667,339,2024-03-01,656.69,Insurance
12668,128,2024-08-09,4436.16,Credit Card
12669,307,2024-08-01,1140.34,Insurance
12670,100,2025-02-15,426.02,Other
12671,280,2024-10-26,1346.73,Other
12672,298,2025-09-10,4648.05,Credit Card
12673,191,2025-07-09,4527.87,Bank Transfer
12674,333,2024-10-02,2656.56,Credit Card
12675,62,2024-05-22,1376.84,Cash
12676,255,2026-01-18,1902.37,Cash
12677,410,2025-11-29,2118.60,Other
12678,439,2025-10-17,3414.08,Insurance
12679,328,2024-01-25,1453.39,Bank Transfer
12680,374,2024-01-19,4798.54,Cash
12681,59,2026-02-25,3700.64,Other
12682,41,2024-07-23,1284.88,Cash
12683,291,2025-10-13,1377.17,Credit Card
12684,203,2024-05-22,594.80,Insurance
12685,423,2024-08-29,384.50,Insurance
12686,237,2026-03-06,2134.74,Bank Transfer
12687,237,2024-10-22,4984.78,Credit Card
12688,180,2024-12-01,3227.77,Credit Card
12689,196,2024-09-20,3945.68,Credit Card
12690,322,2024-01-17,4752.75,Insurance
12691,411,2025-09-28,3425.00,Bank Transfer
12692,454,2024-05-23,2852.96,Insurance
12693,226,2025-10-25,856.00,Credit Card
12694,149,2025-11-02,2477.28,Cash
12695,42,2024-11-12,3079.52,Insurance
12696,294,2024-04-11,4786.88,Credit Card
12697,381,2025-01-20,3103.15,Insurance
12698,407,2024-11-14,4406.15,Credit Card
12699,260,2025-09-24,4165.72,Insurance
12700,204,2025-08-04,211.77,Insurance
12701,123,2025-10-08,2197.13,Credit Card
12702,32,2024-09-20,1400.98,Other
12703,482,2025-04-23,3830.46,Other
12704,221,2025-10-29,3135.60,Insurance
12705,331,2024-04-06,4416.67,Bank Transfer
12706,226,2025-01-30,275.16,Insurance
12707,405,2025-11-06,80.47,Cash
12708,90,2025-11-24,2771.42,Cash
12709,74,2024-11-02,1020.49,Other
12710,418,2024-03-26,4703.79,Cash
12711,314,2025-06-02,4842.73,Bank Transfer
12712,358,2024-08-09,1107.74,Credit Card
12713,205,2024-12-12,4580.81,Other
12714,377,2024-10-20,2264.86,Credit Card
12715,288,2024-05-06,3232.16,Credit Card
12716,341,2024-08-27,1949.03,Other
12717,372,2024-12-07,2155.20,Other
12718,294,2025-05-04,363.18,Insurance
12719,263,2026-02-09,4802.84,Bank Transfer
12720,231,2024-10-01,3978.03,Bank Transfer
12721,173,2024-06-16,2615.80,Credit Card
12722,164,2026-02-08,4718.10,Other
12723,400,2024-08-14,4321.35,Insurance
12724,239,2025-06-14,256.95,Other
12725,481,2024-06-07,868.23,Insurance
12726,451,2024-07-15,1846.14,Other
12727,233,2025-08-18,2380.27,Credit Card
12728,480,2025-09-26,2600.39,Other
12729,258,2025-03-30,795.61,Insurance
12730,299,2024-07-12,4046.10,Insurance
12731,156,2025-02-27,2720.53,Insurance
12732,126,2025-08-16,4252.93,Other
12733,142,2025-10-10,229.14,Bank Transfer
12734,108,2025-05-13,943.25,Bank Transfer
12735,270,2024-08-09,2862.95,Cash
12736,468,2024-08-07,1560.20,Cash
12737,126,2025-12-15,4912.18,Insurance
12738,24,2025-04-30,3346.79,Insurance
12739,237,2024-03-22,1743.25,Cash
12740,200,2024-03-16,1248.85,Other
12741,26,2026-03-07,1947.09,Bank Transfer
12742,306,2024-02-15,302.28,Credit Card
12743,488,2025-06-08,2644.46,Cash
12744,253,2024-07-21,994.85,Credit Card
12745,461,2025-12-26,308.69,Cash
12746,149,2025-05-19,3054.84,Cash
12747,217,2024-04-23,812.64,Insurance
12748,191,2024-06-16,2721.20,Credit Card
12749,390,2025-09-19,1011.12,Bank Transfer
12750,253,2024-11-22,3731.61,Bank Transfer
12751,460,2024-10-27,1881.33,Other
12752,83,2024-12-26,3278.23,Insurance
12753,453,2024-10-01,898.91,Insurance
12754,406,2025-04-07,951.75,Bank Transfer
12755,477,2024-08-28,2871.50,Bank Transfer
12756,498,2024-12-03,1082.94,Credit Card
12757,315,2025-10-10,1880.42,Other
12758,143,2025-02-03,4630.06,Insurance
12759,269,2025-04-19,3457.62,Credit Card
12760,316,2024-12-24,4672.98,Credit Card
12761,348,2025-11-25,2633.83,Bank Transfer
12762,138,2024-08-04,1019.92,Insurance
12763,182,2025-06-13,4864.11,Cash
12764,313,2025-12-31,1268.42,Cash
12765,310,2025-02-03,2190.96,Credit Card
12766,485,2024-04-11,2153.18,Bank Transfer
12767,348,2025-03-16,4766.83,Bank Transfer
12768,229,2025-07-04,2699.02,Credit Card
12769,153,2025-04-13,1676.71,Bank Transfer
12770,4,2025-07-15,4525.44,Other
12771,336,2025-03-15,366.55,Bank Transfer
12772,344,2025-04-22,799.77,Bank Transfer
12773,422,2024-05-29,2544.30,Bank Transfer
12774,203,2025-12-26,444.35,Other
12775,203,2024-11-24,1538.29,Other
12776,62,2026-01-27,153.27,Cash
12777,2,2025-03-15,1857.89,Other
12778,277,2025-01-22,4614.19,Insurance
12779,126,2025-06-18,4384.41,Credit Card
12780,86,2025-01-30,1699.46,Other
12781,305,2025-11-10,3587.51,Other
12782,464,2024-08-03,1090.67,Cash
12783,430,2024-05-16,3082.73,Other
12784,436,2024-09-09,647.55,Bank Transfer
12785,92,2024-09-07,4625.46,Cash
12786,338,2024-01-23,1717.02,Cash
12787,218,2026-03-19,2081.20,Bank Transfer
12788,74,2024-08-01,4650.05,Credit Card
12789,35,2025-08-06,1412.96,Bank Transfer
12790,381,2025-04-11,1495.91,Other
12791,315,2025-12-30,2609.27,Insurance
12792,420,2024-10-25,3442.78,Bank Transfer
12793,424,2025-02-08,4648.88,Bank Transfer
12794,382,2024-08-12,3525.75,Cash
12795,151,2024-07-23,1691.42,Cash
12796,123,2024-09-15,420.81,Bank Transfer
12797,220,2024-07-05,1795.02,Other
12798,412,2024-12-06,3769.83,Cash
12799,77,2026-03-17,2530.60,Other
12800,142,2025-09-18,1023.56,Bank Transfer
12801,347,2026-02-10,1631.80,Bank Transfer
12802,500,2024-03-03,3266.50,Other
12803,157,2025-02-25,2296.83,Other
12804,9,2024-10-08,576.52,Bank Transfer
12805,164,2025-04-12,4937.77,Credit Card
12806,114,2025-08-29,1683.74,Cash
12807,183,2025-10-18,2302.36,Insurance
12808,9,2025-03-01,4134.51,Insurance
12809,455,2025-05-29,177.80,Other
12810,98,2024-04-05,966.08,Insurance
12811,476,2025-11-01,1819.59,Cash
12812,250,2026-01-08,3954.55,Credit Card
12813,301,2026-02-10,2875.00,Bank Transfer
12814,172,2024-05-29,390.19,Insurance
12815,488,2024-06-24,4586.30,Credit Card
12816,51,2024-09-21,2812.00,Other
12817,496,2025-03-29,3169.15,Bank Transfer
12818,485,2025-01-09,2868.39,Other
12819,134,2024-04-30,984.84,Other
12820,368,2024-05-12,4750.45,Other
12821,281,2025-07-23,2354.12,Insurance
12822,462,2025-08-29,3541.80,Other
12823,8,2025-07-21,3701.30,Bank Transfer
12824,396,2025-12-26,1992.29,Credit Card
12825,26,2024-06-06,2685.33,Credit Card
12826,176,2024-05-16,3838.66,Insurance
12827,194,2025-11-13,2429.77,Bank Transfer
12828,196,2025-03-18,2386.61,Cash
12829,190,2025-10-08,4040.80,Bank Transfer
12830,64,2025-04-22,543.43,Bank Transfer
12831,409,2025-04-20,3090.22,Insurance
12832,492,2025-07-24,1637.57,Other
12833,454,2026-01-19,3571.66,Cash
12834,239,2025-02-11,3571.64,Cash
12835,192,2024-05-25,176.73,Credit Card
12836,169,2024-02-03,4977.95,Credit Card
