item_id,invoice_id,service_name,cost
11389,170,Physical Examination,103.57
11390,169,MRI Scan,1005.11
11391,154,X-Ray,1181.21
11392,212,X-Ray,1055.66
11393,301,X-Ray,626.65
11394,61,ECG,61.84
11395,419,Blood Test,1325.68
11396,494,Ultrasound,1249.78
11397,362,Ultrasound,242.50
11398,369,Consultation,288.23
11399,429,X-Ray,1431.28
11400,191,X-Ray,1411.36
11401,357,X-Ray,309.66
11402,407,Physical Examination,1874.12
11403,167,Physical Examination,1683.03
11404,99,CT Scan,1313.45
11405,326,Hospital Stay,508.27
11406,472,Hospital Stay,1493.33
11407,489,Hospital Stay,1019.04
11408,208,X-Ray,1879.92
11409,383,Consultation,1211.84
11410,24,MRI Scan,219.53
11411,469,ECG,1563.77
11412,419,ECG,672.72
11413,352,Ultrasound,1677.91
11414,238,CT Scan,1423.04
11415,283,Physical Examination,395.48
11416,21,Consultation,210.79
11417,228,Hospital Stay,1086.47
11418,10,Consultation,88.75
11419,466,ECG,1614.57
11420,274,Physical Examination,63.64
11421,389,Medication Charge,968.23
11422,429,Physical Examination,891.94
11423,410,Hospital Stay,1662.29
11424,68,X-Ray,1237.85
11425,458,Consultation,767.55
11426,360,ECG,1921.27
11427,394,Hospital Stay,1338.46
11428,187,Medication Charge,1764.60
11429,24,ECG,1486.08
11430,181,Medication Charge,843.19
11431,165,CT Scan,1017.05
11432,311,MRI Scan,258.60
11433,97,CT Scan,1979.41
11434,409,Physical Examination,485.82
11435,363,Hospital Stay,1529.26
11436,240,Ultrasound,1944.55
11437,227,Hospital Stay,684.02
11438,445,MRI Scan,221.14
11439,200,Blood Test,1121.51
11440,457,ECG,1937.56
11441,293,CT Scan,1827.55
11442,20,MRI Scan,1762.48
11443,338,X-Ray,403.99
11444,398,Consultation,442.76
11445,364,Physical Examination,1210.47
11446,193,Blood Test,65.14
11447,264,Consultation,580.97
11448,222,MRI Scan,303.31
11449,260,Medication Charge,1781.84
11450,301,Medication Charge,1456.96
11451,4,CT Scan,597.49
11452,463,MRI Scan,1493.92
11453,383,Consultation,1474.52
11454,293,Medication Charge,1522.45
11455,246,Medication Charge,1773.52
11456,433,Medication Charge,296.96
11457,54,ECG,1407.07
11458,479,Blood Test,1829.11
11459,439,Consultation,461.93
11460,347,CT Scan,1508.93
11461,452,Physical Examination,1369.42
11462,452,X-Ray,1051.06
11463,376,Physical Examination,1728.52
11464,263,Ultrasound,1049.43
11465,54,Physical Examination,1557.29
11466,133,Consultation,1939.85
11467,240,Ultrasound,1408.52
11468,27,Medication Charge,66.68
11469,3,CT Scan,512.56
11470,301,Hospital Stay,1250.18
11471,314,Hospital Stay,1574.58
11472,161,CT Scan,1383.78
11473,329,Hospital Stay,1745.62
11474,159,Hospital Stay,265.12
11475,494,Blood Test,931.20
11476,298,X-Ray,1500.44
11477,70,Ultrasound,1298.49
11478,475,ECG,605.38
11479,119,Hospital Stay,1548.75
11480,426,ECG,1987.35
11481,56,Ultrasound,110.44
11482,410,Hospital Stay,536.50
11483,297,Physical Examination,458.13
11484,313,Physical Examination,692.31
11485,321,Medication Charge,1494.51
11486,237,Medication Charge,1422.88
11487,294,Ultrasound,759.55
11488,438,ECG,928.36
11489,388,Consultation,1847.77
11490,255,ECG,862.45
11491,409,Physical Examination,190.48
11492,245,Physical Examination,653.39
11493,422,Consultation,1982.42
11494,347,Blood Test,1003.17
11495,490,Consultation,160.74
11496,227,MRI Scan,1622.42
11497,431,CT Scan,958.10
11498,199,MRI Scan,1766.31
11499,352,Consultation,666.79
11500,14,Blood Test,1009.26
11501,274,Consultation,806.41
11502,81,X-Ray,421.96
11503,367,Physical Examination,677.02
11504,7,Consultation,1813.17
11505,210,Medication Charge,1196.34
11506,175,X-Ray,1910.17
11507,171,Blood Test,1469.69
11508,115,MRI Scan,1541.71
11509,493,X-Ray,1862.91
11510,350,Ultrasound,664.37
11511,82,CT Scan,513.89
11512,356,ECG,1627.28
11513,146,Medication Charge,928.46
11514,135,Medication Charge,1395.45
11515,97,X-Ray,1938.73
11516,126,Hospital Stay,990.04
11517,39,Hospital Stay,876.57
11518,314,ECG,1778.15
11519,300,Consultation,1435.20
11520,161,ECG,722.12
11521,232,Blood Test,1830.83
11522,77,Blood Test,129.86
11523,59,CT Scan,540.38
11524,100,Ultrasound,1950.03
11525,136,ECG,1149.02
11526,410,CT Scan,1608.43
11527,57,X-Ray,260.16
11528,289,Consultation,1857.98
11529,306,MRI Scan,1915.28
11530,76,CT Scan,1370.15
11531,387,Blood Test,1693.34
11532,167,Blood Test,903.32
11533,208,MRI Scan,1816.95
11534,87,X-Ray,1817.39
11535,278,Consultation,1329.62
11536,324,Blood Test,761.12
11537,152,Hospital Stay,867.53
11538,356,ECG,534.25
11539,3,Hospital Stay,773.41
11540,166,ECG,1182.23
11541,27,X-Ray,1940.57
11542,109,ECG,885.97
11543,256,CT Scan,1000.21
11544,276,Medication Charge,1613.92
11545,160,Consultation,502.57
11546,71,CT Scan,849.39
11547,99,Medication Charge,1460.19
11548,32,Hospital Stay,1372.83
11549,211,Blood Test,107.00
11550,92,Consultation,830.60
11551,194,X-Ray,1898.68
11552,218,Medication Charge,83.88
11553,485,X-Ray,341.85
11554,289,CT Scan,780.32
11555,173,Blood Test,830.80
11556,235,Medication Charge,122.40
11557,330,CT Scan,96.33
11558,370,MRI Scan,1914.56
11559,348,MRI Scan,386.65
11560,29,Consultation,1188.84
11561,107,Hospital Stay,653.21
11562,17,CT Scan,901.03
11563,244,X-Ray,1829.11
11564,196,X-Ray,1469.83
11565,283,Consultation,1387.44
11566,387,Consultation,1196.92
11567,326,MRI Scan,1494.23
11568,81,Medication Charge,1843.74
11569,401,Medication Charge,336.08
11570,2,ECG,487.45
11571,246,MRI Scan,361.25
11572,471,Ultrasound,132.14
11573,29,Physical Examination,295.55
11574,75,Physical Examination,504.69
11575,238,CT Scan,1509.77
11576,94,CT Scan,1569.84
11577,162,Hospital Stay,1259.86
11578,166,CT Scan,1483.91
11579,275,CT Scan,1589.11
11580,457,Physical Examination,1870.39
11581,32,Ultrasound,427.36
11582,82,Physical Examination,1669.66
11583,383,Blood Test,1921.97
11584,86,Ultrasound,1953.28
11585,284,Blood Test,1808.00
11586,133,Ultrasound,1422.19
11587,188,Physical Examination,1180.20
11588,71,Hospital Stay,1007.59
11589,7,Medication Charge,863.06
11590,355,Blood Test,1311.13
11591,454,Hospital Stay,907.92
11592,356,Hospital Stay,1837.79
11593,176,X-Ray,755.48
11594,112,CT Scan,1122.72
11595,356,Hospital Stay,965.08
11596,281,Physical Examination,558.70
11597,227,Blood Test,1630.40
11598,358,Medication Charge,581.54
11599,163,CT Scan,962.80
11600,398,Blood Test,1988.31
11601,45,X-Ray,1814.52
11602,264,Physical Examination,1232.99
11603,489,X-Ray,1114.22
11604,80,Ultrasound,1068.78
11605,408,Medication Charge,315.85
11606,408,X-Ray,1792.48
11607,352,MRI Scan,1429.52
11608,388,Ultrasound,551.46
11609,225,Blood Test,52.55
11610,101,CT Scan,195.34
11611,265,Ultrasound,114.89
11612,199,Ultrasound,1108.36
11613,6,Consultation,194.83
11614,430,Ultrasound,787.10
11615,242,Medication Charge,1684.32
11616,326,MRI Scan,331.47
11617,299,Physical Examination,422.27
11618,64,X-Ray,1533.89
11619,135,X-Ray,1135.46
11620,185,Consultation,1966.81
11621,345,Hospital Stay,212.25
11622,205,Blood Test,215.24
11623,310,MRI Scan,1955.35
11624,285,Hospital Stay,1134.52
11625,268,CT Scan,55.39
11626,360,MRI Scan,969.00
11627,355,Physical Examination,1569.92
11628,351,Ultrasound,997.50
11629,460,MRI Scan,765.69
11630,21,CT Scan,961.31
11631,53,Blood Test,969.03
11632,147,Blood Test,605.71
11633,116,Ultrasound,1951.33
11634,297,ECG,1477.42
11635,306,Ultrasound,933.37
11636,78,Hospital Stay,853.95
11637,343,Blood Test,688.67
11638,35,MRI Scan,118.23
11639,425,Medication Charge,1854.05
11640,27,CT Scan,149.44
11641,55,CT Scan,1132.77
11642,186,Blood Test,1466.70
11643,7,ECG,143.73
11644,179,Hospital Stay,1152.42
11645,84,Consultation,1421.49
11646,317,X-Ray,113.91
11647,7,X-Ray,1259.20
11648,454,CT Scan,760.73
11649,320,Medication Charge,973.07
11650,332,CT Scan,1365.16
11651,335,ECG,1298.01
11652,445,Medication Charge,873.41
11653,305,CT Scan,1508.92
11654,131,X-Ray,725.77
11655,197,Medication Charge,1538.93
11656,133,X-Ray,159.50
11657,43,Ultrasound,604.22
11658,179,Consultation,909.58
11659,21,ECG,231.19
11660,460,Consultation,514.79
11661,480,Medication Charge,1546.33
11662,445,CT Scan,1589.36
11663,408,Ultrasound,1496.04
11664,395,Medication Charge,922.21
11665,274,MRI Scan,1499.91
11666,462,Ultrasound,1545.89
11667,3,Physical Examination,674.45
11668,255,MRI Scan,1626.25
11669,235,Hospital Stay,1217.49
11670,24,ECG,1065.88
11671,316,Ultrasound,1056.61
11672,41,Hospital Stay,582.10
11673,314,Blood Test,1055.24
11674,109,ECG,1031.47
11675,88,Hospital Stay,1482.22
11676,346,ECG,916.21
11677,136,ECG,102.28
11678,317,Medication Charge,1137.79
11679,108,X-Ray,553.95
11680,392,Consultation,668.81
11681,499,CT Scan,1486.44
11682,56,MRI Scan,1807.66
11683,47,Blood Test,1826.54
11684,266,ECG,1611.33
11685,442,MRI Scan,1926.21
11686,129,Ultrasound,1370.98
11687,460,Physical Examination,1238.89
11688,343,ECG,1213.09
11689,420,X-Ray,198.93
11690,183,Medication Charge,853.50
11691,257,Consultation,152.01
11692,338,CT Scan,1460.27
11693,102,Hospital Stay,1401.70
11694,436,Physical Examination,66.21
11695,389,Blood Test,1775.26
11696,76,Ultrasound,566.16
11697,178,Medication Charge,1937.22
11698,254,X-Ray,66.87
11699,436,ECG,628.19
11700,424,X-Ray,1654.14
11701,265,CT Scan,1846.71
11702,281,MRI Scan,1450.61
11703,73,MRI Scan,1715.04
11704,412,Hospital Stay,967.44
11705,350,Hospital Stay,1237.26
11706,277,Hospital Stay,921.37
11707,198,Blood Test,624.64
11708,299,Consultation,1874.18
11709,491,MRI Scan,989.47
11710,281,Hospital Stay,1380.28
11711,407,X-Ray,207.18
11712,221,MRI Scan,943.12
11713,256,ECG,1093.90
11714,415,Hospital Stay,721.07
11715,74,Medication Charge,1672.75
11716,93,Ultrasound,919.73
11717,483,Ultrasound,1258.36
11718,258,Physical Examination,1315.65
11719,233,Medication Charge,1986.64
11720,269,CT Scan,1884.38
11721,170,Hospital Stay,593.62
11722,263,Hospital Stay,1772.78
11723,389,Hospital Stay,1934.63
11724,121,Hospital Stay,58.33
11725,471,Medication Charge,1856.10
11726,70,Medication Charge,1982.69
11727,110,Ultrasound,1989.71
11728,470,Blood Test,1397.95
11729,493,Medication Charge,898.18
11730,357,CT Scan,699.10
11731,33,Medication Charge,457.15
11732,193,Consultation,1056.07
11733,14,MRI Scan,348.72
11734,143,Physical Examination,608.37
11735,151,CT Scan,1227.88
11736,217,ECG,843.89
11737,472,MRI Scan,1963.32
11738,210,Physical Examination,1616.47
11739,70,X-Ray,1417.40
11740,123,Blood Test,1933.87
11741,416,CT Scan,105.03
11742,215,ECG,1245.91
11743,266,Blood Test,1739.46
11744,496,Consultation,249.17
11745,18,X-Ray,1427.78
11746,231,Hospital Stay,520.48
11747,28,Consultation,1682.14
11748,492,X-Ray,1626.43
11749,468,CT Scan,181.44
11750,212,X-Ray,604.32
11751,234,ECG,865.82
11752,442,MRI Scan,1609.61
11753,54,X-Ray,1269.81
11754,108,Physical Examination,1412.13
11755,252,Physical Examination,1702.50
11756,286,CT Scan,1102.19
11757,409,Blood Test,1817.03
11758,214,MRI Scan,671.95
11759,452,Hospital Stay,726.10
11760,442,Physical Examination,696.09
11761,206,Ultrasound,501.71
11762,222,ECG,1431.87
11763,152,MRI Scan,1069.63
11764,15,X-Ray,1275.53
11765,283,Physical Examination,393.24
11766,72,MRI Scan,1879.38
11767,469,Physical Examination,1424.54
11768,196,Ultrasound,1188.80
11769,467,ECG,1676.65
11770,315,Hospital Stay,810.72
11771,473,Medication Charge,1075.65
11772,159,X-Ray,1096.87
11773,456,X-Ray,1987.39
11774,431,Physical Examination,1980.79
11775,230,Blood Test,690.26
11776,23,Consultation,204.52
11777,113,X-Ray,1638.26
11778,277,Physical Examination,1740.74
11779,236,MRI Scan,1595.71
11780,387,X-Ray,458.74
11781,82,Blood Test,455.57
11782,222,Ultrasound,1069.76
11783,151,X-Ray,1585.91
11784,476,CT Scan,1113.02
11785,70,Ultrasound,1892.25
11786,360,ECG,413.00
11787,74,Physical Examination,952.40
11788,194,Blood Test,1458.63
11789,77,Blood Test,1036.35
11790,468,CT Scan,925.23
11791,116,Hospital Stay,903.38
11792,41,Blood Test,843.06
11793,341,Physical Examination,493.73
11794,114,Hospital Stay,1293.57
11795,178,ECG,986.66
11796,176,Ultrasound,388.29
11797,489,X-Ray,1724.62
11798,436,CT Scan,1024.43
11799,366,Blood Test,159.07
11800,170,Consultation,712.33
11801,183,Medication Charge,966.14
11802,32,X-Ray,1563.10
11803,113,X-Ray,381.92
11804,177,CT Scan,1849.42
11805,12,Hospital Stay,1432.91
11806,404,Hospital Stay,131.43
11807,373,X-Ray,695.58
11808,173,Hospital Stay,1821.07
11809,267,Medication Charge,1466.57
11810,359,Consultation,1963.15
11811,408,CT Scan,1790.13
11812,235,Blood Test,621.68
11813,54,Ultrasound,979.52
11814,286,Physical Examination,1714.93
11815,36,ECG,1587.99
11816,216,Hospital Stay,829.48
11817,331,CT Scan,504.05
11818,201,ECG,791.22
11819,6,Hospital Stay,1929.62
11820,143,Physical Examination,1358.85
11821,460,Hospital Stay,1504.95
11822,221,CT Scan,1504.92
11823,107,X-Ray,1437.77
11824,320,MRI Scan,1931.44
11825,84,Hospital Stay,1111.51
11826,170,ECG,1092.59
11827,471,CT Scan,106.56
11828,338,Ultrasound,1787.78
11829,123,Medication Charge,560.45
11830,161,Medication Charge,1688.60
11831,347,Hospital Stay,1919.83
11832,216,Hospital Stay,111.96
11833,212,Blood Test,1290.55
11834,305,ECG,452.34
11835,44,X-Ray,1890.91
11836,25,Consultation,1725.94
11837,126,Medication Charge,1047.72
11838,356,MRI Scan,520.58
11839,485,Physical Examination,1022.66
11840,444,Ultrasound,330.37
11841,115,Consultation,743.91
11842,282,Medication Charge,154.02
11843,457,Physical Examination,1561.37
11844,39,Blood Test,1104.63
11845,9,MRI Scan,763.65
11846,112,Consultation,941.22
11847,429,Consultation,685.85
11848,235,Blood Test,302.14
11849,336,CT Scan,1007.45
11850,262,CT Scan,188.21
11851,164,Ultrasound,763.34
11852,221,Medication Charge,767.78
11853,357,Medication Charge,1352.18
11854,152,ECG,1923.39
11855,175,Medication Charge,719.36
11856,292,ECG,1953.71
11857,14,ECG,682.21
11858,333,Consultation,1392.24
11859,199,X-Ray,1148.13
11860,324,MRI Scan,914.07
11861,154,Physical Examination,760.87
11862,456,Hospital Stay,1800.26
11863,287,Consultation,1267.32
11864,483,X-Ray,1394.87
11865,68,ECG,329.65
11866,478,Blood Test,1887.69
11867,458,Physical Examination,1308.21
11868,257,X-Ray,1560.94
11869,39,Ultrasound,1317.72
11870,50,MRI Scan,1240.00
11871,364,X-Ray,230.44
11872,427,ECG,1008.28
11873,364,Hospital Stay,673.36
11874,31,Consultation,128.70
11875,414,X-Ray,973.49
11876,198,Medication Charge,1769.33
11877,238,Consultation,100.16
11878,375,Physical Examination,325.92
11879,487,Blood Test,417.68
11880,374,ECG,1382.24
11881,124,X-Ray,1460.82
11882,47,X-Ray,1488.76
11883,146,Hospital Stay,68.73
11884,360,X-Ray,1186.36
11885,396,Ultrasound,505.43
11886,330,Blood Test,1172.96
11887,47,X-Ray,1604.57
11888,46,Physical Examination,1807.30
11889,186,X-Ray,739.48
11890,293,ECG,1186.84
11891,32,Blood Test,600.51
11892,419,CT Scan,1235.18
11893,130,MRI Scan,315.78
11894,467,Consultation,1813.26
11895,167,Hospital Stay,842.94
11896,45,Physical Examination,1805.09
11897,45,MRI Scan,447.70
11898,155,Consultation,560.87
11899,258,ECG,972.33
11900,104,Consultation,1221.61
11901,352,Medication Charge,893.19
11902,91,CT Scan,883.66
11903,213,MRI Scan,412.00
11904,123,Hospital Stay,1647.80
11905,60,MRI Scan,343.94
11906,396,X-Ray,1257.53
11907,453,Consultation,1029.88
11908,115,Blood Test,229.92
11909,304,Hospital Stay,1142.94
11910,84,Medication Charge,1075.00
11911,309,Blood Test,1134.31
11912,331,Physical Examination,1437.24
11913,297,Ultrasound,1370.98
11914,155,ECG,357.68
11915,60,Medication Charge,260.00
11916,295,Medication Charge,120.40
11917,79,MRI Scan,1357.87
11918,99,ECG,815.48
11919,288,Consultation,233.50
11920,492,X-Ray,505.33
11921,221,Ultrasound,1003.66
11922,154,MRI Scan,1827.00
11923,44,Blood Test,1723.60
11924,112,Physical Examination,1808.73
11925,48,Medication Charge,274.55
11926,260,CT Scan,616.60
11927,165,Blood Test,268.43
11928,370,Consultation,1574.36
11929,12,Consultation,581.24
11930,410,Hospital Stay,1205.25
11931,221,Blood Test,1918.39
11932,40,Hospital Stay,1794.01
11933,244,Ultrasound,722.64
11934,424,CT Scan,934.87
11935,385,X-Ray,748.31
11936,441,CT Scan,346.45
11937,39,Ultrasound,1524.01
11938,107,MRI Scan,819.03
11939,428,Consultation,1341.17
11940,492,Physical Examination,1469.77
11941,48,Blood Test,665.14
11942,456,CT Scan,1954.28
11943,498,Blood Test,1910.51
11944,389,Medication Charge,1243.50
11945,441,Consultation,167.83
11946,205,CT Scan,94.28
11947,177,Medication Charge,1234.69
11948,207,Medication Charge,1732.19
11949,496,Ultrasound,824.57
11950,310,Consultation,1729.53
11951,71,Consultation,475.49
11952,237,Blood Test,107.09
11953,56,ECG,1069.68
11954,5,Blood Test,1181.00
11955,444,MRI Scan,584.98
11956,25,Physical Examination,870.67
11957,128,X-Ray,471.60
11958,111,Blood Test,1608.21
11959,208,ECG,1784.63
11960,399,CT Scan,621.65
11961,452,Physical Examination,1402.30
11962,283,Consultation,1264.95
11963,334,X-Ray,524.64
11964,172,Medication Charge,1477.81
11965,431,Medication Charge,1011.13
11966,73,Physical Examination,1709.29
11967,167,Physical Examination,1685.01
11968,73,ECG,1123.30
11969,173,Hospital Stay,744.34
11970,446,MRI Scan,462.57
11971,394,MRI Scan,1793.62
11972,489,Ultrasound,1574.36
11973,494,Consultation,1842.71
11974,266,X-Ray,1567.66
11975,121,Ultrasound,1016.44
11976,288,Consultation,1118.22
11977,251,Consultation,822.94
11978,289,Consultation,333.47
11979,124,Physical Examination,83.14
11980,133,Consultation,851.83
11981,225,ECG,1061.82
11982,212,Ultrasound,1802.24
11983,141,Physical Examination,889.92
11984,246,Hospital Stay,241.62
11985,119,CT Scan,1545.11
11986,67,Blood Test,830.63
11987,55,CT Scan,699.19
11988,456,X-Ray,1171.42
11989,247,Ultrasound,122.77
11990,134,ECG,1051.10
11991,3,Physical Examination,251.71
11992,384,Hospital Stay,543.47
11993,41,ECG,906.85
11994,279,MRI Scan,1428.13
11995,365,Consultation,1420.94
11996,457,MRI Scan,191.75
11997,276,Ultrasound,280.61
11998,158,Ultrasound,1838.99
11999,441,Consultation,1761.03
12000,39,MRI Scan,1056.97
12001,86,Ultrasound,1509.61
12002,12,ECG,716.31
12003,364,Hospital Stay,789.21
12004,180,Hospital Stay,392.13
12005,204,Physical Examination,1941.06
12006,195,Physical Examination,1518.47
12007,474,Consultation,1024.67
12008,46,Hospital Stay,1623.56
12009,102,Hospital Stay,1760.71
12010,347,Hospital Stay,1282.17
12011,162,Hospital Stay,1984.17
12012,434,Medication Charge,740.64
12013,211,Ultrasound,105.89
12014,119,Blood Test,1709.89
12015,48,Medication Charge,1912.80
12016,330,X-Ray,346.77
12017,398,X-Ray,1915.10
12018,496,Physical Examination,783.99
12019,301,CT Scan,1818.84
12020,352,X-Ray,1396.41
12021,334,CT Scan,1500.30
12022,412,Consultation,811.63
12023,272,Consultation,1093.40
12024,337,Blood Test,1887.49
12025,167,CT Scan,91.88
12026,405,Medication Charge,427.67
12027,16,Medication Charge,1168.49
12028,209,ECG,114.64
12029,59,MRI Scan,418.50
12030,412,Hospital Stay,1719.46
12031,386,Blood Test,519.07
12032,418,Physical Examination,1275.31
12033,288,Hospital Stay,418.20
12034,382,CT Scan,1635.26
12035,18,Blood Test,1397.50
12036,89,CT Scan,1859.51
12037,170,Medication Charge,704.00
12038,364,MRI Scan,644.52
12039,93,Medication Charge,1911.58
12040,131,Hospital Stay,1245.46
12041,199,Ultrasound,1173.35
12042,151,X-Ray,1678.85
12043,380,CT Scan,1693.01
12044,358,ECG,1697.24
12045,67,CT Scan,718.45
12046,257,Blood Test,1936.10
12047,58,Ultrasound,1935.34
12048,381,MRI Scan,1314.30
12049,229,Consultation,578.26
12050,237,Medication Charge,1341.41
12051,146,ECG,1190.90
12052,120,ECG,1364.61
12053,418,Ultrasound,1437.62
12054,283,Consultation,1655.46
12055,217,Hospital Stay,1823.42
12056,264,Medication Charge,998.51
12057,47,Blood Test,153.39
12058,228,Blood Test,956.99
12059,495,MRI Scan,294.63
12060,365,Medication Charge,603.55
12061,336,ECG,924.52
12062,488,MRI Scan,1488.45
12063,123,Blood Test,1720.05
12064,448,Medication Charge,638.38
12065,145,MRI Scan,1412.76
12066,437,Hospital Stay,388.77
12067,362,Consultation,661.09
12068,180,X-Ray,1584.99
12069,455,Physical Examination,443.89
12070,110,CT Scan,379.51
12071,274,CT Scan,1440.24
12072,441,Ultrasound,1333.95
12073,294,Physical Examination,293.15
12074,107,Blood Test,1840.69
12075,213,ECG,787.80
12076,327,CT Scan,1903.64
12077,242,MRI Scan,1664.48
12078,175,Physical Examination,1142.72
12079,453,MRI Scan,1679.79
12080,444,CT Scan,1921.58
12081,346,Physical Examination,1591.27
12082,143,MRI Scan,1868.10
12083,480,Blood Test,1000.90
12084,296,MRI Scan,276.19
12085,214,MRI Scan,198.33
12086,478,Ultrasound,552.70
12087,196,MRI Scan,1937.28
12088,299,Physical Examination,520.18
12089,389,Medication Charge,942.08
12090,410,Hospital Stay,386.30
12091,393,Hospital Stay,1752.67
12092,251,Consultation,1921.26
12093,417,Physical Examination,1838.63
12094,440,ECG,1941.63
12095,95,Consultation,1019.23
12096,370,CT Scan,1942.45
12097,287,CT Scan,944.06
12098,29,CT Scan,1142.62
12099,455,MRI Scan,1283.42
12100,175,Consultation,386.53
12101,477,MRI Scan,355.81
12102,385,Physical Examination,1665.21
12103,282,X-Ray,1522.16
12104,208,CT Scan,1164.91
12105,300,Blood Test,1248.28
12106,341,Ultrasound,853.27
12107,10,X-Ray,1105.23
12108,185,Consultation,1121.16
12109,111,Medication Charge,1310.85
12110,185,CT Scan,173.20
12111,158,Ultrasound,1528.06
12112,343,Physical Examination,310.51
12113,56,Blood Test,1666.76
12114,97,CT Scan,68.77
12115,388,Medication Charge,1693.42
12116,11,CT Scan,140.95
12117,126,CT Scan,1064.36
12118,32,Physical Examination,1281.45
12119,385,Ultrasound,1842.15
12120,361,Ultrasound,1515.35
12121,481,Medication Charge,488.35
12122,19,CT Scan,1611.07
12123,407,Blood Test,1162.75
12124,456,Physical Examination,507.43
12125,259,Hospital Stay,1208.04
12126,345,Ultrasound,1008.83
12127,156,Physical Examination,908.50
12128,210,X-Ray,1250.60
12129,178,Blood Test,1712.22
12130,409,Hospital Stay,1362.74
12131,138,ECG,820.19
12132,227,X-Ray,882.79
12133,203,ECG,1370.11
12134,46,Medication Charge,1044.17
12135,258,MRI Scan,921.16
12136,301,Hospital Stay,1021.90
12137,296,ECG,56.81
12138,471,Blood Test,427.97
12139,171,X-Ray,1521.85
12140,32,X-Ray,903.05
12141,92,Ultrasound,1242.34
12142,116,Blood Test,472.58
12143,433,Ultrasound,1343.44
12144,463,Hospital Stay,723.36
12145,488,ECG,1907.27
12146,115,Consultation,69.71
12147,467,Blood Test,1998.23
12148,237,Hospital Stay,1562.34
12149,21,Ultrasound,492.85
12150,45,Ultrasound,1054.13
12151,76,X-Ray,579.94
12152,205,CT Scan,767.79
12153,65,ECG,1430.78
12154,103,CT Scan,1532.11
12155,295,Medication Charge,1967.72
12156,32,ECG,1689.10
12157,451,Consultation,828.91
12158,474,Ultrasound,1220.93
12159,107,Consultation,315.21
12160,223,Consultation,473.34
12161,133,X-Ray,341.42
12162,484,ECG,1409.45
12163,82,Physical Examination,500.21
12164,72,Consultation,1019.72
12165,91,X-Ray,707.19
12166,297,Consultation,248.91
12167,120,Consultation,1449.05
12168,423,Blood Test,63.47
12169,355,Medication Charge,658.78
12170,336,Consultation,539.42
12171,459,Blood Test,448.61
12172,229,Blood Test,570.84
12173,98,Consultation,1779.43
12174,101,MRI Scan,1282.90
12175,276,Physical Examination,460.56
12176,144,ECG,827.32
12177,393,MRI Scan,299.37
12178,331,CT Scan,1787.16
12179,321,Blood Test,575.30
12180,113,CT Scan,247.00
12181,269,ECG,1517.85
12182,352,MRI Scan,981.16
12183,216,Medication Charge,1334.51
12184,277,Blood Test,1792.61
12185,335,Ultrasound,626.80
12186,433,ECG,648.97
12187,373,X-Ray,236.93
12188,251,Physical Examination,1593.52
12189,238,Medication Charge,1354.00
12190,223,Hospital Stay,108.73
12191,106,X-Ray,1277.02
12192,231,Consultation,1313.00
12193,496,Medication Charge,885.92
12194,272,ECG,1252.64
12195,135,X-Ray,1076.04
12196,285,Consultation,1289.54
12197,293,Blood Test,480.85
12198,234,Medication Charge,1824.85
12199,240,Physical Examination,1731.89
12200,347,Consultation,206.59
12201,191,Blood Test,514.14
12202,49,Medication Charge,1044.13
12203,388,Medication Charge,1657.34
12204,216,ECG,1605.84
12205,400,MRI Scan,1377.82
12206,373,Blood Test,299.15
12207,6,Ultrasound,900.03
12208,449,Physical Examination,839.33
12209,344,Blood Test,836.38
12210,235,Consultation,1981.41
12211,254,Ultrasound,968.51
12212,446,Hospital Stay,1666.23
12213,296,Physical Examination,885.70
12214,73,Physical Examination,1187.97
12215,371,Medication Charge,223.60
12216,375,Blood Test,500.67
12217,172,X-Ray,655.32
12218,439,CT Scan,793.21
12219,79,MRI Scan,684.25
12220,290,Ultrasound,521.93
12221,347,CT Scan,625.16
12222,294,Ultrasound,494.31
12223,310,Hospital Stay,1249.42
12224,470,Medication Charge,613.61
12225,103,Physical Examination,1147.62
12226,165,Hospital Stay,858.78
12227,223,ECG,436.85
12228,241,Blood Test,1051.42
12229,112,Blood Test,154.47
12230,379,MRI Scan,80.62
12231,75,CT Scan,1883.03
12232,195,Ultrasound,481.82
12233,381,X-Ray,734.30
12234,200,CT Scan,449.53
12235,361,X-Ray,381.52
12236,374,Consultation,605.91
12237,259,CT Scan,572.41
12238,110,Medication Charge,1960.39
12239,219,Ultrasound,59.92
12240,50,Medication Charge,291.49
12241,309,Blood Test,639.61
12242,266,Ultrasound,822.84
12243,497,Blood Test,1508.19
12244,107,X-Ray,856.03
12245,156,CT Scan,1558.42
12246,286,Medication Charge,1274.50
12247,102,CT Scan,1052.49
12248,315,ECG,1278.70
12249,144,MRI Scan,994.47
12250,221,Blood Test,1584.44
12251,316,Blood Test,1218.97
12252,254,MRI Scan,1840.99
12253,150,ECG,1295.08
12254,287,MRI Scan,78.23
12255,180,CT Scan,1638.49
12256,367,Hospital Stay,866.01
12257,493,Medication Charge,1679.01
12258,131,CT Scan,1595.91
12259,353,Consultation,1102.15
12260,394,Physical Examination,1770.26
12261,382,ECG,305.00
12262,484,Medication Charge,108.49
12263,170,Ultrasound,901.65
12264,471,MRI Scan,1128.60
12265,227,Physical Examination,1607.75
12266,156,CT Scan,912.96
12267,304,Physical Examination,1848.61
12268,277,Physical Examination,510.96
12269,228,Hospital Stay,528.75
12270,136,ECG,134.62
